fyear,tic,ACT,AT,C&E,COGS,SHARE,TD,IB,CL,NI,CFO,REVT
2010,NTAP,6365.2,8498.8,5180,1628.3,369,1150.4,673.1,3372.8,673.1,1346.3,5122.6
2011,NTAP,6826.5,9532.3,5407.1,2221.3,364.6,1202.3,605.4,3519.8,605.4,1462.6,6233.2
2012,NTAP,8418.2,11242.4,6961.5,2226.7,356.6,2252.4,505.3,3830.6,505.3,1386.3,6332.4
2013,NTAP,6471.3,9219.2,5003.3,2073.9,324.5,995.5,637.5,2694.6,637.5,1349.6,6325.1
2014,NTAP,6773.4,9401.2,5329,1983.4,306.1,1487.5,559.9,2709,559.9,1268.1,6122.7
2015,NTAP,6448,10037,5308,1889,281,1490,229,3662,229,974,5546
2016,NTAP,6198,9493,4928,1922,269,1623,509,4122,509,986,5519
2017,NTAP,6856,9865,5397,2031,263,1541,76,3623,76,1478,5911
2000,CTXS,586.731,1112.573,466.637,9.201,184.055,330.497,94.512,159.387,94.512,243.237,470.446
2001,CTXS,346.055,1208.23,216.771,376.11,185.177,346.214,105.26,192.501,105.26,229.843,591.629
2002,CTXS,375.299,1161.531,219.913,371.25,168.136,333.549,93.92,188.889,93.92,187.103,527.448
2003,CTXS,765.571,1344.939,568.4,399.9,164.472,0,126.943,618.817,126.943,255.431,588.625
2004,CTXS,426.58,1286.084,233.141,6.249,170.383,0,131.546,342.159,131.546,265.281,741.157
2005,CTXS,726.457,1681.656,502.935,19.228,176.608,31,166.34,426.076,166.34,293.143,908.722
2006,CTXS,811.737,2024.473,501.706,52.049,178.691,0,182.997,535.543,182.997,328.716,1134.319
2007,CTXS,934.345,2534.693,579.834,69.797,187.36,0,214.483,654.274,214.483,424.118,1391.942
2008,CTXS,940.14,2694.306,575.296,74.15,180.056,0,178.276,730.917,178.276,462.107,1583.354
2009,CTXS,1039.295,3091.147,599.611,69.705,182.609,0,191.017,834.364,191.017,483.974,1614.088
2010,CTXS,1470.479,3703.6,893.805,99.541,187.49,0,277.065,1020.012,277.065,616.292,1874.662
2011,CTXS,1373.03,4099.541,739.757,139.332,185.814,0,356.322,1179.13,356.322,679.122,2206.392
2012,CTXS,1713.735,4796.402,928.631,218.613,186.342,0,352.547,1342.873,352.547,818.527,2586.123
2013,CTXS,1563.095,5212.249,734.716,276.963,183.289,0,339.523,1464.061,339.523,928.343,2918.434
2014,CTXS,1688.324,5512.007,789.409,335.847,160.776,1292.953,251.723,1590.109,251.723,845.981,3142.856
2015,CTXS,1683.951,5481.438,871.37,330.217,153.817,1324.992,319.361,1680.969,319.361,1034.548,3275.594
2016,CTXS,2561.277,6390.227,1684.029,339.676,156.299,0,536.112,3098.349,536.112,1115.83,3418.265
2017,CTXS,2621.423,5820.176,1747.646,286.821,143.707,2127.474,21.985,1687.079,-20.719,908.276,2824.686
2000,OTEX,143.275,183.25,114.202,35.598,20.23,0,25.079,45.267,25.079,26.377,112.945
2001,OTEX,124.005,175.002,87.526,43.935,19.938,0,10.796,41.975,10.796,11.762,147.699
2002,OTEX,146.713,186.847,109.895,45.727,19.876,0,16.671,42.816,16.671,28.498,152.477
2003,OTEX,164.122,238.687,116.554,48.433,19.568,0,27.757,69.682,27.757,40.019,177.725
2004,OTEX,272.35,670.755,156.987,78.402,51.055,0,23.298,167.628,23.298,37.519,291.058
2005,OTEX,191.897,640.936,79.898,125.993,48.137,0,20.359,165.823,20.359,57.264,414.828
2006,OTEX,231.538,671.093,107.354,122.288,48.935,13.368,4.978,149.81,4.978,60.798,409.562
2007,OTEX,350.436,1326.845,149.979,165.346,50.18,370.813,21.66,282.662,21.66,110.864,595.664
2008,OTEX,430.074,1434.676,254.916,191.216,51.152,307.787,53.006,297.863,53.006,165.976,725.532
2009,OTEX,434.91,1507.236,275.819,204.104,52.717,302.683,56.938,318.728,56.938,176.17,785.665
2010,OTEX,539.644,1714.024,326.192,236.059,56.518,300.512,87.554,422.892,87.554,180.191,912.023
2011,OTEX,515.158,1932.363,284.14,272.972,56.73,297.578,123.203,415.373,123.203,223.221,1033.303
2012,OTEX,789.274,2444.293,559.747,333.446,57.565,596.374,125.174,476.513,125.174,266.49,1207.473
2013,OTEX,717.091,2654.817,470.445,392.294,58.418,565.492,148.52,527.883,148.52,318.502,1363.336
2014,OTEX,815.735,3918.638,427.89,441.753,120.995,1319.332,218.125,659.883,218.125,417.127,1624.699
2015,OTEX,1100.349,4388.495,711.165,520.783,121.668,1588,234.327,625.434,234.327,523.031,1851.917
2016,OTEX,1672.273,5154.144,1295.596,499.762,120.771,2145.987,284.477,671.029,284.477,525.722,1824.228
2017,OTEX,1003.477,7480.562,443.357,631.835,262.958,2569.817,1025.659,1127.043,1025.659,439.253,2291.057
2000,LPTH,61.503,100.713,58.728,3.783,18.136,0,-15.61,2.374,-15.61,-3.256,2.266
2001,LPTH,38.325,84.29,29.273,12.6,19.371,0,-60.763,2.95,-60.763,-14.972,26.143
2002,LPTH,18.673,36.977,13.178,8.951,20.677,0,-50.683,4.535,-50.683,-12.853,12.507
2003,LPTH,6.252,12.498,3.367,6.494,2.585,0,-18.915,1.317,-21.192,-9.683,6.785
2004,LPTH,6.285,9.681,2.531,5.188,3.223,0,-5.598,1.692,-5.598,-2.488,8.332
2005,LPTH,5.883,7.609,2.463,8.307,3.696,0.066,-3.48,1.625,-3.48,-1.101,11.754
2006,LPTH,7.676,9.174,3.763,9.388,4.469,0.053,-3.369,2.705,-3.369,-1.987,12.173
2007,LPTH,4.774,6.628,1.291,9.866,4.513,0.485,-2.614,2.201,-2.614,-1.857,13.352
2008,LPTH,3.294,5.489,0.358,6.645,5.332,0.301,-5.468,2.99,-5.468,-3.392,8.826
2009,LPTH,3.293,5.83,0.58,4.914,6.697,1.604,-3.823,2.048,-3.823,-1.468,7.49
2010,LPTH,4.798,7.456,1.464,4.269,8.972,1.554,-0.561,1.088,-0.561,-0.471,9.251
2011,LPTH,4.612,7.121,0.929,5.198,9.713,1.087,-1.602,1.534,-1.602,0.095,10.001
2012,LPTH,6.25,8.271,2.354,6.159,11.712,1.099,-0.865,1.741,-0.865,0.406,11.285
2013,LPTH,6.078,8.377,1.565,5.828,12.958,0.007,0.215,1.622,0.215,0.556,11.784
2014,LPTH,7.491,10.693,1.197,5.815,14.293,0.177,-0.313,2.473,-0.313,-0.089,11.834
2015,LPTH,8.372,12.715,1.643,7.145,15.235,0.528,-0.715,2.696,-0.715,0.179,13.662
2016,LPTH,11.152,15.589,2.908,7.12,15.591,0.345,1.415,3.213,1.415,1.526,17.272
2017,LPTH,19.72,46.672,8.085,12.261,24.216,11.42,7.703,5.75,7.703,4.999,28.367
2000,CSGS,188.954,332.089,43.733,151.537,52.53,58.256,90.469,107.637,90.469,66.764,398.895
2001,CSGS,204.499,374.046,83.599,176.015,52.664,31.5,113.921,123.71,113.921,180.091,476.908
2002,CSGS,304.236,731.317,95.437,262.992,51.727,270,44.618,184.454,44.618,88.124,610.932
2003,CSGS,310.037,724.775,105.397,277.855,53.788,228.925,-26.277,240.395,-26.277,60.353,559.261
2004,CSGS,334.687,710.407,157.478,277.176,51.016,230,47.184,162.012,47.184,119.268,529.746
2005,CSGS,535.438,638.376,392.224,176.464,47.886,230,46.742,94.762,53.229,102.574,375.79
2006,CSGS,545.628,653.496,415.49,178.642,46.832,230,62.561,91.511,59.77,118.15,380.306
2007,CSGS,272.186,422.388,132.832,199.976,34.275,230,60.163,91.203,60.771,115.379,419.261
2008,CSGS,287.928,485.214,141.217,229.728,34.72,200.3,61.448,103.253,61.771,114.647,472.057
2009,CSGS,339.379,561.714,198.377,248.509,35.126,157.447,41.862,118.981,43.286,153.059,500.717
2010,CSGS,441.494,879.698,215.55,259.649,34.121,374.687,22.429,270.409,22.429,121.309,549.379
2011,CSGS,409.96,814.897,158.83,334.001,33.822,309.744,42.282,197.385,42.282,60.959,734.731
2012,CSGS,440.935,846.941,169.321,346.142,33.734,274.698,48.879,211.732,48.879,127.477,756.866
2013,CSGS,475.375,868.98,210.837,350.947,33.745,265.05,51.351,206.806,51.351,126.634,747.468
2014,CSGS,478.133,859.728,201.8,364.524,33.945,255.831,36.959,211.147,36.959,83.651,751.286
2015,CSGS,518.226,877.233,240.936,359.068,32.555,284.577,62.567,360.119,62.567,136.959,752.52
2016,CSGS,559.938,891.879,276.498,356.393,32.261,376.419,62.882,252.029,62.882,84.186,760.958
2017,CSGS,554.266,904.534,261.36,374.961,33.516,331.736,61.364,222.593,61.364,127.195,789.582
2000,KVHI,16.97,26.495,5.411,17.431,8.619,2.865,-0.941,4.518,-0.941,-2.381,29.954
2001,KVHI,22.92,33.163,11.241,18.889,10.961,2.784,-6.261,4.22,-6.261,-4.721,32.707
2002,KVHI,22.484,32.549,7.239,25.004,11.15,2.697,-1.477,4.514,-1.477,-3.128,47.694
2003,KVHI,22.795,34.071,2.849,32.196,11.59,2.614,-1.47,6.234,-1.47,-2.735,56.673
2004,KVHI,64.434,75.914,45.727,37.934,14.488,2.504,-6.147,5.785,-6.147,-4.409,62.303
2005,KVHI,70.17,82.33,50.09,39.887,14.638,2.397,2.931,8.557,2.931,6.066,71.258
2006,KVHI,75.366,88.424,54.739,45.268,14.866,2.281,3.675,8.244,3.675,5.884,78.973
2007,KVHI,76.461,91.57,53.305,46.349,14.83,2.158,2.499,8.765,2.499,3.276,80.915
2008,KVHI,72.911,93.757,42.66,46.467,14.049,2.026,3.058,14.688,3.058,-1.027,82.404
2009,KVHI,72.126,97.746,41.304,54.097,14.154,3.925,-0.133,11.436,-0.133,0.95,89.06
2010,KVHI,74.52,115.198,37.307,63.588,14.689,3.807,8.273,13.949,8.273,9.578,112.243
2011,KVHI,78.977,128.556,30.57,63.194,14.548,12.684,0.86,19.2,0.86,1.867,112.536
2012,KVHI,86.552,137.568,38.284,77.527,14.905,10.552,3.581,21.31,3.581,15.057,137.112
2013,KVHI,108.392,183.849,55.744,90.582,15.277,38.366,4.533,29.459,4.533,16.255,162.288
2014,KVHI,112.887,235.837,49.802,89.158,15.494,70.875,0.041,47.687,0.041,10.37,172.591
2015,KVHI,115.093,226.277,45.338,89.501,15.677,64.692,2.253,43.559,2.253,8.397,184.634
2016,KVHI,108.832,199.757,52.134,86.736,16.762,58.053,-7.517,39.643,-7.517,18.699,176.122
2017,KVHI,97.779,196.239,42.915,81.964,17.129,47.054,-11.034,43.349,-11.034,11.527,160.088
2000,SYKE,183.429,357.954,30.141,345.407,40.103,8.859,47.706,90.465,46.787,23.327,603.606
2001,SYKE,155.274,309.78,50.002,280.181,40.3,0.094,0.409,58.727,0.409,60.7,496.722
2002,SYKE,163.507,295.544,79.48,252.803,40.392,0.052,-18.631,62.392,-18.631,43.311,452.737
2003,SYKE,181.392,313.254,92.085,279.364,40.214,0.087,9.305,62.888,9.305,34.224,480.359
2004,SYKE,205.49,312.526,93.868,268.779,39.188,0,10.814,86.052,10.814,13.735,466.713
2005,SYKE,226.426,331.185,127.612,282.964,39.297,0,23.408,82.433,23.408,48.169,494.918
2006,SYKE,288.771,415.573,159.896,340.055,40.551,0,42.323,104.875,42.323,44.772,574.223
2007,SYKE,371.732,505.475,200.046,424.38,40.84,0,39.859,118.379,39.859,48.249,710.12
2008,SYKE,396.518,529.542,221.57,495.133,41.175,0,60.561,126.11,60.561,80.857,819.19
2009,SYKE,547.854,672.471,362.632,511.449,41.488,0,43.211,200.418,43.211,87.612,846.041
2010,SYKE,472.288,794.6,193.902,702.67,46.985,0,19.698,158.73,-10.273,45.062,1158.718
2011,SYKE,482.074,769.13,215.304,760.469,44.007,0,52.314,149.285,48.341,102.614,1169.267
2012,SYKE,467.342,908.689,192.583,737.952,43.682,91,39.95,164.583,28.423,86.514,1127.698
2013,SYKE,513.283,950.261,218.406,855.266,43.875,98,37.26,173.38,37.26,86.218,1263.46
2014,SYKE,550.086,944.5,222.089,892.11,43.159,75,57.791,167.862,57.791,94.264,1327.523
2015,SYKE,563.037,947.772,243.209,836.516,42.672,70,68.597,153.175,68.597,120.464,1286.34
2016,SYKE,623.236,1236.403,276.089,947.677,42.533,267,62.39,202.857,62.39,130.728,1460.037
2017,SYKE,727.567,1327.092,355.361,1039.79,42.782,275,32.216,203.243,32.216,134.789,1586.008
2000,SSNC,72.529,90.858,56.53,19.393,15.134,0.011,2.172,18.199,2.172,9.45,60.014
2001,SSNC,72.115,88.779,59.502,16.156,14.919,0.005,4.022,15.831,4.022,7.78,55.717
2002,SSNC,54.909,75.48,41.719,18.083,12.664,0,7.305,18.21,7.305,15.495,62.434
2003,SSNC,63.006,82.585,52.381,18.307,12.41,0,11.796,20.997,11.796,23.711,65.531
2004,SSNC,145.987,185.663,130.835,31.578,23.085,0,19.01,29.569,19.01,28.524,95.888
2010,SSNC,139.69,1275.726,84.843,125.204,72.792,290.794,32.413,76.374,32.413,75.567,328.905
2011,SSNC,95.559,1207.608,41.467,142.288,77.664,100,51.021,84.488,51.021,110.407,370.828
2012,SSNC,206.917,2362.905,88.62,224.103,79.082,1012.138,45.82,160.252,45.82,134.422,551.842
2013,SSNC,221.176,2275.324,86.93,289.02,82.671,774.507,117.895,167.002,117.895,208.269,712.702
2014,SSNC,235.172,2285.322,111.054,310.9,84.186,638.905,131.127,191.595,131.127,252.532,767.861
2015,SSNC,675.066,5802.242,436.977,381.516,98.47,2751.351,42.862,416.718,42.862,230.624,1000.285
2016,SSNC,415.112,5706.971,119.674,571.806,203.043,2501.13,130.996,560.625,130.996,418.407,1481.436
2017,SSNC,359.457,5539.516,64.649,649.236,206.536,2045.195,328.864,443.66,328.864,470.362,1675.295
2000,ANSS,64.907,94.225,47.54,8.925,15.133,0,16.31,24.861,16.31,22.85,74.467
2001,ANSS,83.402,117.762,53.448,14.264,14.514,0,13.692,43.369,13.692,23.638,84.836
2002,ANSS,92.491,127.001,61.132,9.949,14.57,0,18.959,35.608,18.959,22.116,91.011
2003,ANSS,122.559,179.346,83.014,16.16,15.267,0,21.313,51.624,21.313,38.806,113.535
2004,ANSS,184.254,239.646,138.446,15.456,31.417,0,34.567,64.177,34.567,51.366,134.539
2005,ANSS,242.486,305.509,194.232,17.623,32.048,0,43.903,80.532,43.903,67.825,158.036
2006,ANSS,215.156,878.043,104.486,36.477,38.591,123.32,14.156,179.3,14.156,89.697,263.64
2007,ANSS,305.169,969.292,171.851,49.082,78.199,60.146,82.392,195.867,82.392,127.128,385.34
2008,ANSS,397.153,1864.514,233.875,53.927,89.379,279.425,111.671,267.664,111.671,196.708,478.339
2009,ANSS,515.49,1920.182,343.844,49.968,89.675,225.426,116.391,266.766,116.391,173.689,516.885
2010,ANSS,714.633,2126.876,472.934,56.882,91.647,159.525,153.132,311.369,153.132,166.884,580.236
2011,ANSS,740.033,2448.47,472.404,72.003,92.652,127.572,180.675,438.751,180.675,307.661,691.449
2012,ANSS,913.359,2607.417,577.155,81.259,92.666,53.149,203.483,477.387,203.483,298.415,798.018
2013,ANSS,1067.596,2722.382,742.986,88.451,92.318,0,245.327,440.431,245.327,332.983,861.26
2014,ANSS,1110.493,2774.103,788.778,94.874,90.765,0,254.69,465.099,254.69,385.307,936.021
2015,ANSS,1076.426,2729.904,784.614,88.97,88.14,0,252.521,484.146,252.521,367.523,942.753
2016,ANSS,1169.401,2800.526,822.86,90.028,85.688,0,265.636,539.1,265.636,356.827,988.465
2017,ANSS,1270.266,2941.623,881.787,93.158,84.192,0,259.251,608.553,259.251,430.438,1095.25
2000,BVSN,344.762,1143.024,222.534,122.106,270.066,4.874,-161.629,128.931,-161.629,55.334,413.916
2001,BVSN,223.996,392.417,171.412,78.169,284.794,3.899,-836.259,126.882,-836.259,-77.867,244.498
2002,BVSN,133.968,240.136,101.87,28.842,32.44,27.922,-170.522,128.352,-170.522,-99.194,115.898
2003,BVSN,99.502,195.082,78.776,17.008,33.198,28.946,-35.471,98.754,-35.471,-23.119,88.081
2004,BVSN,80.386,144.653,63.784,22.519,33.951,33.009,20.635,98.522,20.635,-41.055,78.004
2005,BVSN,19.403,49.942,4.849,20.662,34.522,20.924,-38.966,55.275,-38.966,-36.8,60.121
2008,BVSN,72.66,74.737,61.908,8.533,4.376,0,-15.01,21.59,-15.01,8.212,35.903
2009,BVSN,71.098,72.867,61.809,7.367,4.433,0,3.734,15.121,3.734,0.122,30.961
2010,BVSN,66.569,68.152,60.823,6.189,4.482,0,-2.884,11.669,-2.884,-2.991,21.817
2011,BVSN,60.715,61.002,55.436,5.859,4.529,0,-5.389,10.296,-5.389,-6.602,17.554
2012,BVSN,57.374,57.886,52.281,4.885,4.685,0,-5.052,9.042,-5.052,-5.006,15.126
2013,BVSN,51.171,51.609,46.4,4.707,4.754,0,-5.422,7.417,-5.422,-6.292,15.599
2014,BVSN,41.484,41.826,37.079,4.437,4.832,0,-9.481,5.439,-9.481,-9.978,13.585
2015,BVSN,31.98,32.21,29.131,3.416,4.895,0,-11.437,5.783,-11.437,-8.201,9.442
2016,BVSN,21.786,21.993,19.704,3.283,4.958,0,-9.485,4.396,-9.485,-9.607,7.94
2017,BVSN,11.736,11.979,9.56,3.116,4.995,0,-9.899,4.087,-9.899,-9.625,6.357
2000,FDS,99.873,135.568,62.333,33.626,32.821,0,25.279,31.945,25.279,30.562,134.178
2001,FDS,120.227,172.551,79.305,45.052,33.356,0,33.401,33.673,33.401,49.607,176.688
2002,FDS,172.063,217.411,130.836,49.671,33.788,0,40.848,39.898,40.848,66.695,205.853
2003,FDS,212.347,256.159,169.262,48.745,33.66,0,51.438,43.374,51.438,74.711,222.295
2004,FDS,154.748,229.927,98.104,59.533,31.168,0,58.017,57.787,58.017,76.37,251.91
2005,FDS,139.148,347.529,76.023,73.483,48.341,0,71.765,63.685,71.765,94.346,312.644
2006,FDS,206.98,457.228,143.19,97.096,48.889,0,82.916,79.301,82.916,120.822,387.35
2007,FDS,252.332,523.75,186.222,124.237,48.349,0,109.567,90.65,109.567,155.908,475.801
2008,FDS,234.523,587.274,143.018,160.585,47.969,0,125.017,92.626,125.017,143.124,575.519
2009,FDS,299.41,633.137,216.32,175.027,46.74,0,144.95,99.363,144.95,207.77,622.023
2010,FDS,265.145,644.608,195.741,169.207,46.024,0,150.211,109.276,150.211,211.08,641.059
2011,FDS,273.17,657.44,181.685,207.776,45.055,0,171.046,109.423,171.046,207.136,726.51
2012,FDS,299.125,694.143,202.963,241.758,44.279,0,188.809,113.176,188.809,231.965,805.793
2013,FDS,318.034,690.197,209.352,270.879,43.324,0,198.637,118.253,198.637,269.809,858.112
2014,FDS,249.775,663.212,136.386,319.251,41.793,0,211.543,127.291,211.543,265.023,920.335
2015,FDS,304.174,736.671,182.411,373.236,41.317,35,241.051,139.78,241.051,306.442,1006.768
2016,FDS,369.276,1019.161,252.624,447.957,40.038,300,338.815,158.21,338.815,331.14,1127.092
2017,FDS,409.376,1413.315,227.174,518.68,39.023,575,258.259,201.139,258.259,320.527,1221.179
2000,CHKP,540.408,777.639,438.39,28.158,156.977,0,221.213,227.19,221.213,315.661,425.283
2001,CHKP,580.416,1142.908,486.957,18.503,242.824,0,321.92,225.384,321.92,347.175,527.643
2002,CHKP,876.107,1425.611,785.897,13.586,245.909,0,255.08,232.789,255.08,283.927,426.989
2003,CHKP,1228.767,1713.665,1136.346,12.893,249.276,0,243.879,245.234,243.879,290.885,432.572
2004,CHKP,1070.766,1917.891,954.243,18.17,248.218,0,248.393,279.046,248.393,302.04,515.36
2005,CHKP,1493.978,2092.495,1342.843,19.546,244.31,0,319.684,307.859,319.684,357.992,579.35
2006,CHKP,1255.353,2080.793,1091.064,24.706,225.69,0,278.027,358.049,278.027,367.522,575.141
2007,CHKP,1065.129,2371.467,842.019,33.776,218.553,0,281.064,390.099,281.064,375.005,730.877
2008,CHKP,1194.53,2593.616,914.387,46.814,210.042,0,323.966,402.554,323.966,434.029,808.49
2009,CHKP,1202.21,3069.594,883.998,96.161,209.099,0,357.523,553.266,357.523,557.107,924.417
2010,CHKP,1416.934,3605.302,1089.495,124.257,208.415,0,452.826,663.262,452.826,688.576,1097.868
2011,CHKP,1770.003,4128.063,1359.54,136.892,205.893,0,543.966,762.47,543.966,742.964,1246.986
2012,CHKP,1924.919,4552.393,1503.337,147.318,199.029,0,620,871.195,620,849.541,1342.695
2013,CHKP,1600.318,4886.437,1166.814,153.477,192.263,0,652.8,986.854,652.8,811.286,1394.105
2014,CHKP,1747.835,4948.818,1312.462,167.123,183.791,0,659.571,932.835,659.571,785.882,1495.816
2015,CHKP,1735.834,5069.88,1284.227,176.891,174.902,0,685.866,1056.853,685.866,946.731,1629.838
2016,CHKP,1892.455,5217.636,1372.927,188.936,165.975,0,724.847,1165.858,724.847,946.237,1741.301
2017,CHKP,1964.431,5462.926,1410.73,197.903,159.035,0,802.923,1206.925,802.923,1109.608,1854.658
2000,PEGA,61.052,110.493,17.339,37.088,32.57,0.396,-20.856,17.294,-20.856,-11.201,80.806
2001,PEGA,76.254,125.072,33.017,33.721,32.755,0.081,12.534,19.097,12.534,15.893,92.287
2002,PEGA,100.561,156.226,62.696,29.268,34.291,0,15.297,25.06,15.297,27.1,97.408
2003,PEGA,126.829,184.728,87.935,25.923,35.213,0,17.681,30.85,17.681,21.003,99.313
2004,PEGA,145.482,194.255,97.36,25.296,36.077,0.263,7.554,26.602,7.554,7.551,96.461
2005,PEGA,173.002,209.654,114.735,31.941,35.566,0.166,5.192,39.562,5.192,25.295,100.209
2006,PEGA,190.598,214.008,127.758,52.434,35.309,0.063,1.842,43.369,1.842,19.844,126.023
2007,PEGA,222.326,243.307,149.981,63.702,36.192,0,6.595,62.779,6.595,25.347,161.949
2008,PEGA,223.977,245.85,167.229,79.457,35.81,0,10.977,64.897,10.977,38.399,211.647
2009,PEGA,256.241,279.585,202.653,87.994,36.818,0,32.212,67.689,32.212,49.581,264.013
2010,PEGA,187,337.481,87.251,120.203,37.25,0,-5.891,115.056,-5.891,18.414,336.599
2011,PEGA,231.961,381.711,111.432,152.414,37.712,0,10.108,142.245,10.108,39.815,416.675
2012,PEGA,279.01,439.492,122.985,143.762,37.945,0,21.868,155.125,21.868,43.579,461.71
2013,PEGA,347.217,533.662,156.692,142.941,38.162,0,38.043,187.445,38.043,80.703,508.954
2014,PEGA,393.08,587.801,211.216,169.534,76.357,0,33.255,229.632,33.255,99.889,590.004
2015,PEGA,458.865,627.758,219.078,197.529,76.488,0,36.322,267.188,36.322,62.528,682.695
2016,PEGA,425.132,654.656,133.761,222.07,76.591,0,26.986,287.472,26.986,39.874,750.266
2017,PEGA,512.3,721.606,223.748,262.195,78.081,0,32.934,323.991,32.934,158.235,840.582
2000,TTEC,301.421,589.899,84.475,512.825,74.684,87.435,73.806,137.298,73.806,36.262,885.349
2001,TTEC,308.426,573.939,104.171,587.423,76.752,88.924,-1.925,123.221,-1.925,103.569,916.144
2002,TTEC,327.231,540.588,144.815,712.585,74.124,81.257,-5.214,136.334,-16.755,113.662,1017.436
2003,TTEC,320.368,554.816,141.655,771.383,75.008,117.287,-30.504,139.751,-30.504,59.028,1001.128
2004,TTEC,278.035,496.795,75.066,785.299,74.932,7.964,24.003,136.192,24.003,112.681,1052.69
2005,TTEC,299.153,518.231,32.505,813.271,69.162,34.244,28.158,160.183,28.158,41.486,1086.673
2006,TTEC,361.144,658.716,60.484,885.602,70.103,65,51.842,182.015,51.842,94.734,1211.297
2007,TTEC,459.825,760.295,91.239,1001.459,69.828,72.27,53.103,186.81,53.103,103.514,1369.632
2008,TTEC,404.888,668.942,87.942,1024.451,63.816,86.319,73.747,180.099,73.747,160.566,1400.147
2009,TTEC,402.375,640.167,109.424,820.517,62.218,3.196,71.754,145.966,71.754,160.672,1167.915
2010,TTEC,424.216,660.623,119.385,789.697,57.875,1.809,49.874,172.251,49.874,134.455,1094.906
2011,TTEC,478.282,746.978,156.371,848.362,56.635,64.355,74.174,170.011,74.174,113.799,1179.388
2012,TTEC,503.544,847.173,164.485,834.803,52.289,108,70.015,171.405,70.015,106.92,1162.981
2013,TTEC,469.551,842.342,158.017,846.631,50.353,100,67.388,190.787,67.388,137.979,1193.157
2014,TTEC,445.483,852.475,77.316,886.492,48.453,100,72.293,198.631,72.293,94.09,1241.781
2015,TTEC,415.072,843.327,60.304,928.247,48.481,100,61.666,206.906,61.666,133.75,1286.755
2016,TTEC,433.727,846.304,55.264,941.592,46.114,217.3,33.678,180.029,33.678,107.897,1275.258
2017,TTEC,542.79,1078.736,74.437,1110.068,45.862,344,7.256,201.778,7.256,113.152,1477.365
2000,AWRE,70.263,81.45,57.503,19.439,22.606,0,15.032,3.117,13.414,14.469,30.667
2001,AWRE,61.555,78.103,57.284,21.65,22.658,0,-2.52,1.947,-2.52,1.237,18.547
2002,AWRE,35.14,59.237,33.302,24.529,22.698,0,-18.728,1.659,-18.728,-9.457,13.844
